	Property Name	Property Location	Price	Property Info
19632	Kita Bayu @ Cybersouth	Dengkil, Selangor	RM 600,000	Landed4 beds3 bath4 carparkRM 352/sqft1,700 sqft
19633	La Grande Kiara	Jalan Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,000,000	Non Landed3 + 1 beds3 bath2 carparkRM 982/sqft2,036 sqft
19634	La Grande Kiara	Jalan Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,200,000	Non Landed3 + 1 beds3 bath2 carparkRM 555/sqft1,979 sqft
19635	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 890,000	Non Landed3 beds2 bath1 carparkRM 695/sqft1,280 sqft
19636	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 880,000	Non Landed3 beds2 bath1 carparkRM 687/sqft1,280 sqft
19637	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 beds2 bath1 carparkRM 791/sqft1,390 sqft
19638	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 1,000,000	Non Landed3 beds2 bath1 carparkRM 719/sqft1,390 sqft
19639	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 920,000	Non Landed3 beds2 bath1 carparkRM 718/sqft1,280 sqft
19640	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 970,000	Non Landed3 beds2 bath1 carparkRM 803/sqft1,208 sqft
19641	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 2,400,000	Non Landed4 + 1 beds5 bath2 carparkRM 800/sqft3,000 sqft
19642	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 beds2 bath1 carparkRM 785/sqft1,400 sqft
19643	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 910,000	Non Landed3 beds2 bath1 carparkRM 827/sqft1,206 sqft
19644	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 998,000	Non Landed3 beds2 bath1 carparkRM 828/sqft1,205 sqft
19645	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 920,000	Non Landed3 beds2 bath1 carparkRM 718/sqft1,280 sqft
19646	Mont Kiara Palma	Jalan 1/70C, Off Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 1,000,000	Non Landed3 beds2 bath1 carparkRM 833/sqft1,200 sqft
19647	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 800,000	Non Landed2 beds2 bath2 carparkRM 757/sqft1,056 sqft
19648	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 + 1 beds3 bath2 carparkRM 649/sqft1,695 sqft
19649	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 900,000	Non Landed2 beds2 bath1 carparkRM 676/sqft1,330 sqft
19650	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,050,000	Non Landed4 beds3 bath2 carparkRM 619/sqft1,695 sqft
19651	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,050,000	Non Landed4 beds3 bath2 carparkRM 628/sqft1,640 sqft
19652	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 780,000	Non Landed2 beds2 bath1 carparkRM 723/sqft1,078 sqft
19653	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 950,000	Non Landed2 beds3 bath2 carparkRM 730/sqft1,300 sqft
19654	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,250,000	Non Landed4 beds3 bath2 carparkRM 759/sqft1,645 sqft
19655	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,200,000	Non Landed3 beds3 bath2 carparkRM 885/sqft1,356 sqft
19656	Semenyih Parklands	Jalan Parklands, Semenyih, Selangor	RM 470,000	Landed4 beds4 bath2 carparkRM 361/sqft1,300 sqft
19657	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,030,000	Non Landed3 + 1 beds3 bath2 carparkRM 661/sqft1,557 sqft
19658	Wangsa Heights	Jalan Wangsa 5, Bukit Antarabangsa, Ulu Kelang, Selangor	RM 300,000	Non Landed3 beds2 bath1 carparkRM 226/sqft1,324 sqft
19659	Legendview	Jalan SJ 7, Rawang, Selangor	RM 327,000	Non Landed3 beds2 bath1 carparkRM 393/sqft830 sqft
19660	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 4,300,000	Non Landed5 beds7 bath4 carparkRM 796/sqft5,400 sqft
19661	Seksyen 9, Shah Alam	Section 9, Shah Alam, Selangor	RM 690,000	Landed5 + 1 beds4 bathRM 418/sqft1,650 sqft
19662	i-Zen Kiara II	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,200,000	Non Landed3 + 1 beds3 bath2 carparkRM 750/sqft1,600 sqft
19663	Jalan Mihrab U8/3	Bukit Jelutong, Selangor	RM 2,800,000	Landed6 beds7 bathRM 325/sqft8,600 sqft
19664	Mont Kiara Aman	Jalan Kiara 2, Mont Kiara, Kuala Lumpur	RM 1,350,000	Non Landed3 beds2 bath2 carparkRM 809/sqft1,668 sqft
19665	SS 14	Jalan SS 14/1, Subang Jaya, Selangor	RM 880,000	Landed4 beds3 bath2 carparkRM 488/sqft1,800 sqft
19666	Mont Kiara Aman	Jalan Kiara 2, Mont Kiara, Kuala Lumpur	RM 1,800,000	Non Landed3 + 1 beds4 bath3 carparkRM 679/sqft2,648 sqft
19667	Double storey ss8 petaling jaya	Petaling Jaya, Selangor	RM 750,000	Landed4 beds3 bath1 carparkRM 426/sqft1,760 sqft
19668	Mont Kiara Aman	Jalan Kiara 2, Mont Kiara, Kuala Lumpur	RM 1,850,000	Non Landed3 beds4 bath3 carparkRM 698/sqft2,648 sqft
19669	Mont Kiara Aman	Jalan Kiara 2, Mont Kiara, Kuala Lumpur	RM 1,350,000	Non Landed3 + 1 beds3 bath2 carparkRM 809/sqft1,668 sqft
19670	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 750,000	Non Landed2 beds2 bath1 carparkRM 821/sqft913 sqft
19671	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,000,000	Non Landed3 + 1 beds3 bath2 carparkRM 710/sqft1,407 sqft
19672	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 + 1 beds2 bath2 carparkRM 632/sqft1,297 sqft
19673	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,200,000	Non Landed3 + 1 beds3 bath2 carparkRM 863/sqft1,389 sqft
19674	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 780,000	Non Landed2 beds2 bath1 carparkRM 716/sqft1,088 sqft
19675	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 650,000	Non Landed2 beds2 bath1 carparkRM 711/sqft913 sqft
19676	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,400,000	Non Landed3 + 1 beds3 bath2 carparkRM 1,000/sqft1,400 sqft
19677	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 780,000	Non Landed2 beds2 bath2 carparkRM 854/sqft913 sqft
19678	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 980,000	Non Landed3 + 1 beds3 bath2 carparkRM 700/sqft1,400 sqft
19679	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 890,000	Non Landed3 + 1 beds3 bath2 carparkRM 650/sqft1,369 sqft
19680	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 780,000	Non Landed2 beds2 bath2 carparkRM 854/sqft913 sqft
19681	Villa Laman Tasik Condominium	Jalan Sri Permaisuri, Cheras, Kuala Lumpur	RM 590,000	Non Landed4 beds3 bath1 carparkRM 355/sqft1,658 sqft
19682	Prima Saujana, Kajang	Jalan Prima Saujana, Kajang, Selangor	RM 485,000	Landed4 beds3 bath2 carparkRM 414/sqft1,170 sqft
19683	Puncak Saujana	Puncak Saujana, Kajang, Selangor	RM 898,000	Landed4 + 1 beds4 bath2 carparkRM 256/sqft3,500 sqft
19684	Taman Tenaga	Jalan Tenaga, Taman Tenaga, Kajang, Selangor	RM 260,000	Non Landed3 beds2 bath1 carparkRM 298/sqft870 sqft
19685	Taman Alam Jaya	Jalan Alam Jaya, Batu 9th Cheras, Selangor	RM 900,000	Landed4 + 1 beds3 bath2 carparkRM 210/sqft4,280 sqft
19686	Puncak Saujana	Puncak Saujana, Kajang, Selangor	RM 898,000	Landed5 + 1 beds4 bath2 carparkRM 254/sqft3,525 sqft
19687	Pearl Avenue	Jalan Wan Siew Off Jalan 7/1, Taman Sepakat Indah, Kajang, Selangor	RM 345,000	Non Landed3 beds2 bath1 carparkRM 313/sqft1,101 sqft
19688	Taman Dusun Jaya	Jalan 1/1, Semenyih, Selangor	RM 850,000	Landed4 beds4 bathRM 275/sqft3,080 sqft
19689	Taman Pinggiran Saujana	Jalan Pinggiran Saujana, Taman Pinggiran Saujana, Kajang, Selangor	RM 850,000	Landed4 beds3 bath2 carparkRM 269/sqft3,154 sqft
19690	Kajang East	Off Jalan Semenyih, Semenyih, Selangor	RM 860,000	Landed4 beds4 bathRM 488/sqft1,760 sqft
19691	Taman Johan Setia	Jalan Pemurah; Jalan Ikhlas; Jalan Mulia, Klang, Selangor	RM 359,000	Landed3 beds2 bathRM 299/sqft1,200 sqft
19692	Taman Sri Gombak	Jalan Muhibbah, Batu Caves, Selangor	RM 430,000	Landed2 beds2 bath1 carparkRM 558/sqft770 sqft
19693	Bandar Utama Batang Kali	Jalan Meranti, Batang Kali, Selangor	RM 379,000	Landed3 beds2 bath1 carparkRM 180/sqft2,100 sqft
19694	Taman Datuk Senu	Jalan Dato Senu, Sentul, Kuala Lumpur	RM 355,000	Landed4 beds2 bath1 carparkRM 591/sqft600 sqft
19695	Taman Kota Cheras	Jalan Taman Kota Cheras, Batu 9th Cheras, Selangor	RM 395,000	Landed3 beds2 bath2 carparkRM 329/sqft1,200 sqft
19696	Seksyen 13, Shah Alam	4, Shah Alam, Selangor	RM 690,000	Landed4 beds3 bath2 carparkRM 359/sqft1,920 sqft
19697	Seksyen 1 Wangsa Maju Flat Block A	Jalan 4/27A, Wangsa Maju, Kuala Lumpur	RM 220,000	Non Landed2 beds1 bath1 carparkRM 414/sqft531 sqft
19698	Taman Kantan Permai	Jalan TKP, Kajang, Selangor	RM 388,000	Landed3 beds2 bath1 carparkRM 359/sqft1,080 sqft
19699	Cheras Perdana	Cheras South, Batu 9th Cheras, Selangor	RM 410,000	Landed3 beds2 bath2 carparkRM 414/sqft990 sqft
19700	Puncak Saujana	Puncak Saujana, Kajang, Selangor	RM 795,000	Landed4 + 1 beds3 bath2 carparkRM 226/sqft3,510 sqft
19701	Jalan Bangi	6, Bangi, Selangor	RM 255,000	Landed2 beds1 bathRM 182/sqft1,400 sqft
19702	Jalan Ramal Desa 6	Jalan RD 6, Kajang, Selangor	RM 425,000	Landed4 beds2 bath2 carparkRM 30/sqft14,000 sqft
19703	Taman Kajang Utama	4, Kajang, Selangor	RM 430,000	Landed3 beds1 bathRM 330/sqft1,300 sqft
19704	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 550,000	Landed4 beds3 bath1 carparkRM 458/sqft1,200 sqft
19705	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 550,000	Landed4 beds3 bath1 carparkRM 458/sqft1,200 sqft
19706	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 480,000	Landed3 beds3 bathRM 484/sqft990 sqft
19707	Taman Subang Perdana	Off Jalan Lapangan Terbang Subang Baru, Subang, Selangor	RM 390,000	Landed3 beds1 bath1 carparkRM 354/sqft1,100 sqft
19708	Pangsapuri Kasturi	Jalan Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur	RM 240,000	Non Landed3 beds2 bath1 carparkRM 369/sqft650 sqft
19709	Puncak Saujana	Puncak Saujana, Kajang, Selangor	RM 795,000	Landed4 beds3 bath2 carparkRM 226/sqft3,510 sqft
19710	Bandar Tasik Kesuma	2, Semenyih, Selangor	RM 750,000	Landed5 beds6 bath2 carparkRM 189/sqft3,950 sqft
19711	Bandar Rinching	Jalan 1, Semenyih, Selangor	RM 488,000	Landed4 beds3 bathRM 197/sqft2,470 sqft
19712	Gugusan Kantan, Kota Damansara	Petaling Jaya, Selangor	RM 170,000	Non Landed3 beds2 bath1 carparkRM 261/sqft650 sqft
19713	Kenangan View	Jalan Bukit Kenangan Off Jalan Semenyih, Taman Bukit Kenangan, Kajang, Selangor	RM 250,000	Non Landed3 beds2 bath1 carparkRM 271/sqft921 sqft
19714	Taman Sri Putra	Jalan Tilapia; Jalan Seluang, Banting, Selangor	RM 399,000	Landed4 beds3 bath2 carparkRM 285/sqft1,400 sqft
19715	Taman Maluri	Jalan Wira, Cheras, Kuala Lumpur	RM 750,000	Landed3 beds2 bath2 carparkRM 265/sqft2,826 sqft
19716	Pangsapuri Bukit Baru	Jalan Keramat Hujung, Keramat, Selangor	RM 230,000	Non Landed3 beds2 bath1 carparkRM 327/sqft703 sqft
19717	Sentul Park Apartment	Jalan Sentul, Sentul Pasar, Sentul, Kuala Lumpur	RM 170,000	Non Landed3 beds2 bath1 carparkRM 200/sqft850 sqft
19718	Taman Puchong Indah	Jalan Indah, Puchong, Selangor	RM 465,000	Landed4 beds3 bathRM 332/sqft1,400 sqft
19719	Taman Sri Serdang	Off Jalan Raya 3, Seri Kembangan, Selangor	RM 320,000	Landed2 beds2 bathRM 323/sqft990 sqft
19720	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 685,000	Non Landed2 beds2 bath1 carparkRM 750/sqft913 sqft
19721	Taman Sri Serdang	Off Jalan Raya 3, Seri Kembangan, Selangor	RM 320,000	Landed2 beds2 bathRM 323/sqft990 sqft
19722	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 700,000	Non Landed2 beds2 bath2 carparkRM 766/sqft913 sqft
19723	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 980,000	Non Landed3 + 1 beds2 bath2 carparkRM 720/sqft1,360 sqft
19724	Bandar Bukit Raja	Jalan Rodat, Bandar Bukit Raja, Selangor	RM 680,000	Landed4 beds3 bath2 carparkRM 485/sqft1,400 sqft
19725	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 580,000	Non Landed2 beds1 bath1 carparkRM 718/sqft807 sqft
19726	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 910,000	Non Landed3 beds2 bath2 carparkRM 650/sqft1,400 sqft
19727	freehold Putra heights 2.5storey SuperLink house for sale!!	Putra Heights, Selangor	RM 2,100,000	Landed6 beds6 bathRM 871/sqft2,411 sqft
19728	Lake Fields - Grove	Jalan Damai, Taman Tasik Damai, Sungai Besi, Kuala Lumpur	RM 2,650,000	Landed5 beds5 bathRM 828/sqft3,200 sqft
19729	i-Zen Kiara I	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 690,000	Non Landed2 beds2 bath2 carparkRM 755/sqft913 sqft
19730	Setia Eco Park	Jalan Setia Tropika U13/20, Seksyen U13, Setia Eco Park, Selangor	RM 2,500,000	Landed5 beds6 bathRM 717/sqft3,485 sqft
19731	Semi D Brand New with Lift & Clubhouse for sale 	Seri Kembangan, Selangor	RM 2,079,000	Landed5 beds6 bathRM 527/sqft3,940 sqft
19732	Desa ParkCity (The Breezeway Park Homes)	Persiaran Residen, Desa ParkCity, Kuala Lumpur	RM 3,800,000	Landed7 beds5 bathRM 2,581/sqft1,472 sqft
19733	Desa ParkCity (SouthLake)	Desa ParkCity, Desa ParkCity, Kuala Lumpur	RM 4,800,000	Landed5 beds5 bathRM -- sqft
19734	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 800,000	Non Landed3 beds2 bath1 carparkRM 641/sqft1,248 sqft
19735	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 750,000	Non Landed3 beds2 bath1 carparkRM 601/sqft1,248 sqft
19736	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 790,000	Non Landed3 beds2 bath2 carparkRM 627/sqft1,259 sqft
19737	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath1 carparkRM 678/sqft1,252 sqft
19738	Jalan Gasing	Petaling Jaya, Selangor	RM 4,500,000	Landed- beds- bathRM 342/sqft13,136 sqft
19739	Semi D at Sungai Besi the Grove for sale	Sungai Besi, Kuala Lumpur	RM 2,390,000	Landed5 beds5 bathRM 746/sqft3,200 sqft
19740	Fire SaleSemi d at jalan ampang selling rm 1.68mil	Jalan ampang, Ampang, Kuala Lumpur	RM 1,680,000	Landed6 beds6 bath4 carparkRM 480/sqft3,500 sqft
19741	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 2,300,000	Landed6 beds6 bathRM 352/sqft6,534 sqft
19742	Damai Jaya	Jalan Damai Jaya, Cheras, Kuala Lumpur	RM 5,800,000	Landed6 beds7 bathRM 725/sqft8,000 sqft
19743	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath3 carparkRM 600/sqft1,448 sqft
19744	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 735,000	Non Landed3 beds2 bath2 carparkRM 595/sqft1,259 sqft
19745	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 660,000	Non Landed3 beds2 bath1 carparkRM 606/sqft1,088 sqft
19746	Semi d at jalan ampang selling rm 1.68mil	Jalan ampang, Ampang, Kuala Lumpur	RM 1,680,000	Landed6 beds6 bath4 carparkRM 593/sqft2,830 sqft
19747	Freehold Tmn OUG DeveloperCompleted 948sqft condo	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 700,000	Non Landed3 beds2 bathRM 738/sqft948 sqft
19748	Freehold Selayang Gated & Guarded Fully Furnished	selayang, Selayang, Selangor	RM 1,600,000	Landed8 beds4 bathRM 666/sqft2,400 sqft
19749	Taman OUG New Developer Project 2025 complete	Taman OUG, Kuala Lumpur	RM 640,000	Non Landed3 beds2 bathRM 792/sqft808 sqft
19750	Puchong Freehold terrace house I'd Design	taman putra prima, Puchong, Selangor	RM 1,100,000	Landed5 beds4 bathRM 654/sqft1,680 sqft
19751	Jalan Seputeh	Lorong Teluk Panglima Garang; Jalan Seputeh, Seputeh, Kuala Lumpur	RM 5,800,000	Landed6 beds6 bathRM -- sqft
19752	Damansara Heights Persiaran Bruas prime bungalow 	jalan bruas, Damansara Heights, Kuala Lumpur	RM 33,000,000	Landed- beds- bathRM 550/sqft60,000 sqft
19753	Kiara Designer Suites	Jalan Kiara 3, Mont Kiara, Kuala Lumpur	RM 835,000	Non Landed3 + 1 beds3 bath1 carparkRM 584/sqft1,428 sqft
19754	Bungalow Freehold at Bukit Gita Bayu For Sale	Seri Kembangan, Selangor	RM 3,274,500	Landed- beds- bathRM 300/sqft10,915 sqft
19755	Lake Fields - Grove	Jalan Damai, Taman Tasik Damai, Sungai Besi, Kuala Lumpur	RM 2,390,000	Landed5 beds5 bathRM 746/sqft3,200 sqft
19756	Setia Eco Park	Jalan Setia Tropika U13/20, Seksyen U13, Setia Eco Park, Selangor	RM 2,500,000	Landed5 beds6 bathRM 717/sqft3,485 sqft
19757	Zen Park	Batu 6, Jalan Cheras, Cheras, Cheras, Selangor	RM 1,980,000	Landed6 beds6 bathRM 395/sqft5,010 sqft
19758	Lake Fields - Grove	Jalan Damai, Taman Tasik Damai, Sungai Besi, Kuala Lumpur	RM 2,390,000	Landed5 beds5 bathRM 746/sqft3,200 sqft
19759	Jalan Puncak Jalil	Puncak Jalil, Selangor	RM 1,180,000	Landed6 beds3 bathRM -- sqft
19760	Taman Segar Perdana	Jalan SP 4/3, Taman Segar Perdana, Cheras, Selangor	RM 1,100,000	Landed6 beds4 bathRM 366/sqft3,000 sqft
19761	Hijauan Kiara	Jalan Bukit Kiara 5, Bukit Kiara, Mont Kiara, Kuala Lumpur	RM 1,580,000	Non Landed3 beds3 bath2 carparkRM 756/sqft2,090 sqft
19762	Almaspuri	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 980,000	Non Landed4 beds2 bath2 carparkRM 612/sqft1,600 sqft
19763	Almaspuri	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 950,000	Non Landed3 beds4 bath2 carparkRM 612/sqft1,550 sqft
19764	Almaspuri	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 beds3 bath2 carparkRM 687/sqft1,600 sqft
19765	Almaspuri	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 beds3 bath2 carparkRM 687/sqft1,600 sqft
19766	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 750,000	Non Landed3 beds2 bath2 carparkRM 591/sqft1,268 sqft
19767	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath1 carparkRM 595/sqft1,428 sqft
19768	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath1 carparkRM 692/sqft1,228 sqft
19769	USJ 17	Jalan USJ 17/1, USJ, Selangor	RM 1,280,000	Landed4 beds- bathRM 474/sqft2,700 sqft
19770	Boulevard Subang Jaya	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 838,000	Non Landed3 + 1 beds3 bathRM 471/sqft1,776 sqft
19771	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 900,000	Non Landed3 beds2 bath1 carparkRM 709/sqft1,268 sqft
19772	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 2,700,000	Landed- beds- bathRM 207/sqft13,000 sqft
19773	Hijauan Saujana	Saujana, Seksyen U2, Glenmarie, Selangor	RM 700,000	Non Landed3 beds2 bathRM 527/sqft1,327 sqft
19774	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath1 carparkRM 595/sqft1,428 sqft
19775	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 880,000	Non Landed3 beds2 bath1 carparkRM 616/sqft1,428 sqft
19776	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 820,000	Non Landed3 beds2 bath1 carparkRM 646/sqft1,268 sqft
19777	Pandora @ Tropicana Metropark	Tropicana Metropark Off Persiaran Teknologi Subang, Subang Jaya, Selangor	RM 588,888	Non Landed2 beds2 bath2 carparkRM 657/sqft896 sqft
19778	SS 19	Jalan SS 19/1, Subang Jaya, Selangor	RM 3,750,000	Landed5 beds4 bathRM 374/sqft10,008 sqft
19779	Denai Alam	Jln Elektron, Shah Alam, Selangor	RM 1,750,000	Landed7 beds7 bathRM 546/sqft3,200 sqft
19780	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 498,000	Landed4 beds3 bathRM -- sqft
19781	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 370,000	Landed3 beds3 bathRM -- sqft
19782	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM -- sqft
19783	Kampung Jawa	Jalan Kota Raja, Kawasan 1, 41000 Klang, Selangor, Klang, Selangor	RM 320,000	Landed3 beds2 bathRM 266/sqft1,200 sqft
19784	Seksyen U5	Merak Apt, Shah Alam, Selangor	RM 550,000	Landed4 beds3 bathRM -- sqft
19785	Taman Hijrah	Jalan 1C/KU4; Jalan 1L/KU4, Klang, Selangor	RM 415,000	Landed4 beds2 bathRM -- sqft
19786	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 880,000	Non Landed3 beds2 bath1 carparkRM 716/sqft1,228 sqft
19787	Bukit Jelutong	Persiaran Gerbang Utama, Bukit Jelutong, Selangor	RM 1,600,000	Landed- beds- bathRM 228/sqft7,000 sqft
19788	USJ One Residence	Persiaran Subang Permai, USJ 1, USJ, Selangor	RM 850,000	Non Landed4 beds3 bathRM 596/sqft1,425 sqft
19789	Seri Mutiara Apartment	Jalan Setia Gemilang, Setia Alam/Alam Nusantara, Selangor	RM 330,000	Non Landed3 beds2 bathRM 348/sqft947 sqft
19790	Rumah Pangsa Nilam Sari	Persiaran Bestari, Shah Alam, Selangor	RM 175,000	Non Landed3 beds2 bathRM 266/sqft657 sqft
19791	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 1,700,000	Landed6 beds5 bathRM 326/sqft5,200 sqft
19792	Bukit Saujana	Jalan BS, Sungai Buloh, Selangor	RM 1,100,000	Landed5 beds4 bathRM 220/sqft4,985 sqft
19793	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 430,000	Landed4 beds3 bathRM -- sqft
19794	Pangsapuri Persanda Service Apartment	Shah Alam Seksyen 13, Shah Alam, Selangor	RM 350,000	Non Landed3 beds2 bath2 carparkRM 377/sqft928 sqft
19795	Taman Pinggiran USJ	Jalan Pinggiran USJ, USJ, Selangor	RM 620,000	Landed4 beds3 bathRM -- sqft
19796	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 520,000	Landed4 beds3 bathRM -- sqft
19797	Taman Cahaya Alam, Seksyen U12	Shah Alam, Selangor	RM 850,000	Landed4 beds3 bathRM -- sqft
19798	D'Puncak	Jalan Lelangit U8/45, Bukit Jelutong, Selangor	RM 3,150,000	Landed6 beds7 bathRM 491/sqft6,408 sqft
19799	Persiaran Wangsa Baiduri 7	Subang Jaya, Selangor	RM 850,000	Landed5 beds4 bathRM -- sqft
19800	Taman Langat Utama 2	Jalan Langat Utama, Banting, Selangor	RM 409,000	Landed3 beds2 bathRM 150/sqft2,723 sqft
19801	Double Storey Terrace Taman Puncak Utama Seri Kembangan	Seri Kembangan, Selangor	RM 500,000	Landed4 beds3 bathRM -- sqft
19802	WELL MAINTAINED Teres 2 Tingkat Kota Puteri Rawang	Rawang, Selangor	RM 410,000	Landed4 beds3 bathRM -- sqft
19803	Seksyen 7, Bandar Baru Bangi	Jalan 7, Bangi, Selangor	RM 1,280,000	Landed6 beds5 bathRM 274/sqft4,660 sqft
19804	Puncak Hijauan (Hijauan Heights)	Jalan Pintar, Bangi, Selangor	RM 375,000	Non Landed3 beds2 bathRM 370/sqft1,011 sqft
